item_code,item_description,main_category,sub_category,confidence,reasoning
SBTK25EAM,TAKAWACHI TK-25EAM ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBCVM901,CHUBB MODEL 90 VIPER SAFE,Security & Access Control,Safety Box,0.95,A Chubb safe is designed for security and falls under the Safety Box subcategory.
BFMNTOS1,FALCON MBG NOVA TOP OPEN HOTEL SAFE,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a hotel safe, which falls under the Safety Box subcategory within Security & Access Control."
SBT20EK,TAKAWACHI TK-20EK ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"Electronic Safe Box clearly falls under the category of security and access control, specifically as a safety box."
F52022KL,CHUBB RPF5202 2 KL ONLY FIRE RESISTANCE FILLING CABINET (INDIVIDUAL LOCK),Security & Access Control,Safety Box,0.95,"The product description clearly indicates a fire-resistant filling cabinet with an individual lock, which falls under the category of safety boxes for secure storage."
FES160ES,FALCON ES 160 EURO NIGHT SAFE (ENVELOPE SLOT),Security & Access Control,Safety Box,0.95,A night safe with an envelope slot is a type of safety box used for secure storage.
SBCC1,CHUBB CUSTODIAN 1 (KL & KCL),Security & Access Control,Safety Box,0.95,"CHUBB CUSTODIAN 1 (KL & KCL) is a type of safe, which falls under the Safety Box subcategory within Security & Access Control."
SBAS2,APS S2 OFFICE SAFE,Security & Access Control,Safety Box,0.95,An office safe is primarily used for security and falls under the safety box subcategory.
SBFES350,FALCON EURO SIZE 5 (ES 350)  EURO SAFE,Security & Access Control,Safety Box,0.95,"The product description indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBT25EK,TAKAWACHI TK-25EK ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,Electronic safe boxes are primarily used for security and fall under the Safety Box subcategory.
SBFFRC4KCL4KL,FALCON FRC4 4 DRAWER FIRE RESISTANT FILLING CABINET (4KL & 1KCL),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filing cabinet, which falls under the category of safety and security equipment."
SBAAP1KCL,APS AP1 PERSONAL SAFE (KCL ONLY),Security & Access Control,Safety Box,0.95,A personal safe is primarily used for security and falls under the safety box subcategory.
SBFFRC3KCL3KL,FALCON FRC3 FIRE RESISTANT FILLING CABINET (3KL & KCL),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety and security equipment."
68OKCSSB,LION 68-OK CERES SERIES SAFE BOX,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe box, which falls under security and access control."
SBFES250,FALCON EURO SIZE 3 (ES 250)  EURO SAFE,Security & Access Control,Safety Box,0.95,"The product description indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBTTK41,TAKAWACHI TK-41 ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,Electronic Safe Box clearly falls under the category of security and is a type of safety box.
SBFV58E,FALCON V58E DIGITAL SOLID SAFE,Security & Access Control,Safety Box,0.95,A digital safe is primarily used for security and falls under the category of safety boxes.
ACWB96KA,ALUMINIUM KEY CABINET WB96K,Security & Access Control,Safety Box,0.95,"Key cabinets are used for secure key storage, which falls under safety and access control."
SBTSFT35EDL,TAKAWACHI TK-35EDL ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBCF1,CHUBB FORTRESS 1,Security & Access Control,Safety Box,0.95,"CHUBB FORTRESS 1 is a model of safety box, which falls under the Security & Access Control main category."
SBCO4122,CHUBB OPAL 4122 ELECTRONIC HOME SAFE,Security & Access Control,Safety Box,0.95,"The product is described as an electronic home safe, which falls under the category of safety boxes for security."
D53BNESB,TAKAWACHI TK-53BN/BS-AD53BN ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBFFRC2KCL2KL,FALCON FRC2 FIRE RESISTANT FILLING CABINET (2 KL & 1 KCL),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety and security equipment."
5CDFRSKK,UCHIDA UBO-105CD Fire Resistant SAFE BOX (KL & KCL),Security & Access Control,Safety Box,0.95,"The product is described as a fire-resistant safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBFH58E,FALCON H58E DIGITAL SOLID SAFE,Security & Access Control,Safety Box,0.95,A digital safe is primarily used for security and falls under the safety box subcategory.
SBABK1,APS BK1 BANKER SAFE,Security & Access Control,Safety Box,0.95,A banker safe is designed for security and falls under the category of safety boxes.
FSDSSM50,"FALCON Strong Room Door SSM50 (2.0"")",Security & Access Control,Safety Box,0.95,A strong room door is a type of safety box designed for high-security storage.
FES220DT,FALCON EST 220 EURO NIGHT SAFE (DRAWER TRAP),Security & Access Control,Safety Box,0.95,A night safe with a drawer trap is a type of safety box used for secure storage.
LK,APS L KEY for Safe Box,Security & Access Control,Safety Box,0.95,An L key for a safe box is directly related to the security and access control function of the safe box itself.
SBFV100E,FALCON V100E DIGITAL SOLID SAFE,Security & Access Control,Safety Box,0.95,A digital solid safe is primarily used for security and falls under the category of safety boxes.
SBCAHM25,CHUBB AIR (M-25) HOTEL ELECTRONIC SAFE,Security & Access Control,Safety Box,0.95,"The product is described as a 'hotel electronic safe', which falls under the category of safety boxes used for security."
FES250DT,FALCON EST 250 EURO NIGHT SAFE (DRAWER TRAP),Security & Access Control,Safety Box,0.95,"A night safe is a type of safety box used for secure storage, thus falling under Security & Access Control."
BFMN5637,FALCON MBG NOVA 5637 HOTEL SAFE,Security & Access Control,Safety Box,0.95,Hotel safes are primarily used for security and fall under the category of safety boxes.
SBTTK51,TAKAWACHI TK-51EK ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBAS3,APS S3 OFFICE SAFE,Security & Access Control,Safety Box,0.95,"The product description clearly indicates an office safe, which falls under the Safety Box subcategory within Security & Access Control."
SBFLS2,FALCON LEGEND SIZE 2 (KL & KCL),Security & Access Control,Safety Box,0.95,"The product description suggests a safe or security box, which falls under the Safety Box subcategory within Security & Access Control."
SBALS1EB,APS LS 1 E PERSONAL SAFE (Digital Lock) (Brown),Security & Access Control,Safety Box,0.95,"A personal safe with a digital lock falls under the category of security and access control, specifically a safety box."
SKCWB48K,ALUMINIUM KEY CABINET WB48K,Security & Access Control,Safety Box,0.95,"Key cabinets are used for secure key storage, which falls under safety and access control."
SBALS4,APS LS4 SAFETY BOX,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safety box, which falls under security and access control."
SBFH38C,FALCON H38C SOLID SAFE,Security & Access Control,Safety Box,0.95,A solid safe is primarily used for security and falls under the Safety Box subcategory.
FHM250ES,FALCON ES 250 E/S NIGHT DEPOSIT SAFE (Envelope Slot),Security & Access Control,Safety Box,0.95,A night deposit safe is a type of safety box used for secure storage and deposit of valuables.
SBCF2,CHUBB FORTRESS 2,Security & Access Control,Safety Box,0.95,"CHUBB FORTRESS 2 is likely a safety box or safe, falling under security and access control."
TTK70EAM,TAKAWACHI TK-70EAM ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBCRPF94061KL1KCL,CHUBB RPF9406 FIRE RESISTANCE FILLING CABINET (1KL & 1 KCL),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety and security equipment."
BFMN2035,FALCON MBG NOVA 2035 HOTEL SAFE,Security & Access Control,Safety Box,0.95,Hotel safes are primarily used for security and fall under the category of safety boxes.
SBFV380E,FALCON V380E DIGITAL SOLID SAFE,Security & Access Control,Safety Box,0.95,A digital solid safe is primarily used for security and falls under the category of safety boxes.
MBGNFDHS,FALCON MBG NOVA FRONT DRAWER HOTEL SAFE,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a hotel safe, which falls under the Safety Box subcategory within Security & Access Control."
SBAS1,APS S1 OFFICE SAFE,Security & Access Control,Safety Box,0.95,An office safe is primarily used for security and falls under the safety box subcategory.
SBU37VCD,UCHIDA UBH-37VCD Fire Resistant SAFE BOX (KL & KCL),Security & Access Control,Safety Box,0.95,"The product is described as a fire-resistant safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBFLS3,FALCON LEGEND SIZE 3 (KL & KCL),Security & Access Control,Safety Box,0.95,"Based on the product description 'FALCON LEGEND SIZE 3', it is most likely a safety box or safe, which falls under Security & Access Control."
SBU270CD,UCHIDA UBO-270CD Fire Resistant SAFE BOX (KL & KCL),Security & Access Control,Safety Box,0.95,"The product is described as a fire-resistant safe box, which falls under the Safety Box subcategory within Security & Access Control."
FGS28122,FALCON Gun Safe,Security & Access Control,Safety Box,0.95,"A gun safe is a type of safety box used for secure storage, falling under the Security & Access Control main category."
SBFV100C,FALCON V100C SOLID SAFE,Security & Access Control,Safety Box,0.95,A solid safe is primarily used for security and falls under the safety box subcategory.
SBFV380C,FALCON V380C SOLID SAFE,Security & Access Control,Safety Box,0.95,A solid safe is primarily used for security and falls under the safety box subcategory.
SBALS2,APS LS2 PERSONAL SAFE,Security & Access Control,Safety Box,0.95,A personal safe is primarily used for security and falls under the category of safety boxes.
ES,Envelope Slot Hole for APS Safe,Security & Access Control,Safety Box,0.95,An envelope slot hole for a safe is a component directly related to the functionality and security of a safe.
SBU57VCD,UCHIDA UBH-57VCD Fire Resistant SAFE BOX (KL & KCL),Security & Access Control,Safety Box,0.95,"The product is described as a fire-resistant safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBALS5,APS LS5 SAFETY BOX,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safety box, which falls under security and access control."
SBCRPF5204IL,CHUBB RPF5204 FIRE RESISTANT FILLING CABINET (INDIVIDUAL LOCK),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety boxes for secure storage."
SBCAH001,CHUBB AIR HOTEL ELECTRONIC SAFE,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe, which falls under the Safety Box subcategory within Security & Access Control."
SBALS1,APS LS1 PERSONAL SAFE (KL & KCL),Security & Access Control,Safety Box,0.95,A personal safe is primarily used for security and falls under the safety box subcategory.
B05EFRSB,UCHIDA UBO-105E Fire Resistant SAFE BOX (KL & Digital Lock),Security & Access Control,Safety Box,0.95,"The product is described as a fire-resistant safe box, which falls under the Safety Box subcategory within Security & Access Control."
SBASS3,APS SS3 HOME SAFE,Security & Access Control,Safety Box,0.95,A home safe is primarily used for security and falls under the category of safety boxes.
SBCO4112,CHUBB OPAL 4112 ELECTRONIC HOME SAFE,Security & Access Control,Safety Box,0.95,"The product is described as an electronic home safe, which falls under the Safety Box subcategory within Security & Access Control."
SBAAP1KLKCL,APS AP1 PERSONAL SAFE (KL & KCL),Security & Access Control,Safety Box,0.95,A personal safe is primarily used for security and falls under the safety box subcategory.
SBFH38E,FALCON H38E DIGITAL SOLID SAFE,Security & Access Control,Safety Box,0.95,A digital solid safe is primarily used for security and falls under the category of safety boxes.
SBFH58C1,FALCON H58C SOLID SAFE,Security & Access Control,Safety Box,0.95,A solid safe is primarily used for security and falls under the Safety Box subcategory.
SBCEHS,CHUBB ELECTRONIC HOME SAFE,Security & Access Control,Safety Box,0.95,An electronic home safe is primarily used for security and falls under the category of safety boxes.
SBCRPF5202KLKCL,CHUBB RPF5202 KL & KCL FIRE RESISTANCE FILLING CABINET (CENTRAL LOCK),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety boxes for secure storage."
SBCF1NDT,CHUBB FORTRESS 1 (Night Drawer),Security & Access Control,Safety Box,0.95,A night drawer is a type of safe or security box for temporary storage of valuables.
SBFFRC4KCL1KL,FALCON FRC4 FIRE RESISTANT FILLING CABINET (1KL & KCL),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety and security equipment."
SBALS3,APS LS3 SAFETY BOX,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safety box, which falls under security and access control."
SBFV180E,FALCON V180E DIGITAL SOLID SAFE,Security & Access Control,Safety Box,0.95,A digital solid safe is primarily used for security and falls under the category of safety boxes.
SBASS2,APS SS2 HOME SAFE,Security & Access Control,Safety Box,0.95,A home safe is primarily used for security and falls under the safety box subcategory.
022KL1KC,CHUBB RPF5202 2KL & 1KCL FIRE RESISTANCE FILLING CABINET (INDIVIDUAL LOCK),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety boxes for secure storage."
SBFES160,FALCON EURO SIZE 1 (ES 160)  EURO SAFE,Security & Access Control,Safety Box,0.95,"The product description indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBATS1KCL,APS TS1 NIGHT DEPOSIT SAFE (KCL),Security & Access Control,Safety Box,0.95,"A night deposit safe is a type of safety box used for secure storage, falling under the Security & Access Control category."
SBU750CD,UCHIDA UBO-750CD Fire Resistant 2 DOOR SAFE,Security & Access Control,Safety Box,0.95,"The product is a fire-resistant safe, which falls under security and access control, specifically a safety box."
SBALS6,APS LS6 SAFETY BOX,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safety box, which falls under security and access control."
SBCRPF52031KL1KCL,CHUBB RPF5203 FIRE RESISTANCE FILLING CABINET 1KL & 1KCL  (CENTRAL LOCK),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety and security equipment, specifically a safety box."
SBAAP3,APS AP3 PERSONAL SAFE (KL & KCL),Security & Access Control,Safety Box,0.95,A personal safe is primarily used for security and falls under the category of safety boxes.
SBFV180C,FALCON V180C SOLID SAFE,Security & Access Control,Safety Box,0.95,A solid safe is primarily used for security and falls under the Safety Box subcategory.
SBCRPF9406IL,CHUBB RPF9406 FIRE RESISTANT FILLING CABINET (INDIVIDUAL LOCK),Security & Access Control,Safety Box,0.95,"The product is a fire-resistant filling cabinet, which falls under the category of safety and security equipment, specifically a safety box."
SBCC3,CHUBB CUSTODIAN 3 (KL & KCL),Security & Access Control,Safety Box,0.95,"CHUBB CUSTODIAN 3 (KL & KCL) is a type of safe, which falls under the Safety Box subcategory within Security & Access Control."
BFMN2043,FALCON MBG NOVA 2043 HOTEL SAFE,Security & Access Control,Safety Box,0.95,Hotel safes are designed for security and fall under the category of safety boxes.
SBFLS1,FALCON LEGEND SIZE 1 (KL & KCL),Security & Access Control,Safety Box,0.95,"Based on the product description 'FALCON LEGEND SIZE 1', it is likely a safety box or safe, which falls under Security & Access Control."
SBFES220,FALCON EURO SIZE 2 (ES 220)  EURO SAFE,Security & Access Control,Safety Box,0.95,"The product description indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBFV58C,FALCON V58C SOLID SAFE,Security & Access Control,Safety Box,0.95,A solid safe is primarily used for security and falls under the safety box subcategory.
SBFCBD23,FALCON D23 DIGITAL CUBE SAFE (Black),Security & Access Control,Safety Box,0.95,A digital safe is primarily used for security and falls under the safety box subcategory.
SBASS1,APS SS1 HOME SAFE KL KCL,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a home safe, which falls under the Safety Box subcategory within Security & Access Control."
FSDSSM90,"FALCON Strong Room Door SSM90 (3.5"")",Security & Access Control,Safety Box,0.95,A strong room door is a type of safety box designed for high-security storage.
SBATS1KLKCL,APS TS1 NIGHT DEPOSTI SAFE (KL & KCL),Security & Access Control,Safety Box,0.95,"Night deposit safes are designed for secure storage, fitting the description of a safety box within the security category."
SBTTK31,TAKAWACHI TK-31EK ELECTRONIC SAFE BOX,Security & Access Control,Safety Box,0.95,"The product is described as an electronic safe box, which falls under the category of safety and security equipment."
FES160DT,FALCON EST 160 EURO NIGHT SAFE (DRAWER TRAP),Security & Access Control,Safety Box,0.95,"A night safe is a type of safety box used for secure storage, fitting the description of a safety box."
SBALS1KB,SBALS1KB,Security & Access Control,Smart Digital Lock,0.85,"The product description 'SBALS1KB' strongly suggests a smart digital lock, likely for doors or other access points, falling under Security & Access Control."
BLH8WSDL,BIOSYSTEM Love Home 8 Wifi Smart Door Lock,Security & Access Control,Smart Digital Lock,0.95,"The product is a smart door lock, which falls under the Security & Access Control main category and Smart Digital Lock subcategory."
SEH70FII,MAX EH-70FII ELECTRONIC STAPLER,Office Equipment,Stapler,0.95,"The product is an electronic stapler, which falls under the Office Equipment category and the specific subcategory of Stapler."
SMHD12L/17,MAX HD-12L/17 STAPLER,Office Equipment,Stapler,0.95,"The product is a stapler, which falls under the Office Equipment category."
MESEH20F,MAX EH-20F ELECTRONIC STAPLER,Office Equipment,Stapler,0.95,"The product is an electronic stapler, which falls under the general category of office equipment and the specific subcategory of staplers."
SMHD12N/13,MAX HD-12N/13 STAPLER,Office Equipment,Stapler,0.95,"The product is a stapler, which falls under the Office Equipment category."
SMHD12N/24,MAX HD-12N/24 STAPLER,Office Equipment,Stapler,0.95,"The product is a stapler, which falls under the Office Equipment category."
IDES8520,IDEAL 8520 ELECTRIC STAPLER,Office Equipment,Stapler,0.95,"The product is an electric stapler, which falls under the category of office equipment and is specifically a stapler."
MESBH11F,MAX BH-11F ELECTRONIC STAPLER,Office Equipment,Stapler,0.95,"The product is an electronic stapler, which falls under the general category of office equipment and the specific subcategory of staplers."
SMHD12N/17,MAX HD-12N/17 STAPLER,Office Equipment,Stapler,0.95,"The product is a stapler, which falls under the Office Equipment category."
M203LHHW,YMI YMI 203L Half-Height Cupboard with Steel Swinging Door (Grey),Furniture,Steel Furniture,0.95,"The product is a steel cupboard, which falls under the Steel Furniture subcategory within the broader Furniture category."
4SSDW3AS,YMI YMI204 Steel Swing Door Cupboard,Furniture,Steel Furniture,0.95,"The product is described as a steel swing door cupboard, which falls under steel furniture."
FCYMI404,YMI YMI 404 4 DRAWER FILING CABINET,Furniture,Steel Furniture,0.95,A filing cabinet is a type of steel furniture used for office storage.
SKCWKC48,STEEL KEY CABINET WKC48,Furniture,Steel Furniture,0.95,A steel key cabinet is a type of steel furniture used for storing keys.
L12GY344,"12 COMPARTMENT GY344 STEEL LOCKER 381(D)MM 15""D",Furniture,Steel Furniture,0.95,"The product is described as a steel locker, which falls under steel furniture."
FHCGY211,Full Height Cupboard GY211 Swing Door,Furniture,Steel Furniture,0.95,A full height cupboard with swing doors is a type of steel furniture commonly used in offices.
L12GY364,"12 COMPARTMENT GY364 STEEL LOCKER 457(D)MM 18""D",Furniture,Steel Furniture,0.95,"The product is a steel locker, which falls under the category of steel furniture."
SKCWB72K,STEEL KEY CABINET WB72K,Furniture,Steel Furniture,0.95,A steel key cabinet is a type of steel furniture used for storing keys.
L457D18D,"YMI 12 COMPARTMENT STEEL LOCKER 457(D)MM 18""D",Furniture,Steel Furniture,0.95,"The product is a steel locker, which falls under the category of steel furniture."
FKPCRTAK,FINGERTEC KADEX+ (KADEX PLUS) Card Reader Time Attendance,Security & Access Control,Time Attendance System,0.95,"The product is a card reader time attendance system, which falls under security and access control."
WBTMS100,NIGEN WEB BASE TIME MANAGEMENT SYSTEM WEB100,Security & Access Control,Time Attendance System,0.95,"The product description clearly indicates a web-based time management system, which falls under the Time Attendance System subcategory within Security & Access Control."
HRTTCLD1,TIMETERA CLOUD TA SYSTEM (100 Users/Block) (Yearly),Security & Access Control,Time Attendance System,0.95,"The product is a cloud-based time attendance system, which falls under security and access control for tracking employee time."
LKNTMS,NIGEN TMS MASTER LICENSE KEY THUMB DRIVE with CD INSTALLER,"IT, Retail & POS",Time Attendance System,0.95,"The product is a license key for a time management system, which falls under the Time Attendance System subcategory within IT, Retail & POS."
FPFTFQ2I,FINGERTEC Q2i Time Attendance Machine,Security & Access Control,Time Attendance System,0.95,"The product is a time attendance machine, which falls under security and access control systems."
TTTACY10,TIMETEC CLOUD TA SYSTEM (10 Users/Block) (Yearly),Security & Access Control,Time Attendance System,0.95,"The product is a cloud-based time attendance system, which falls under security and access control for tracking employee time."
GUGT21DW,UMEI GT-2100 Downloader,Time Attendance System,Time Attendance System,0.85,"The product description 'UMEI GT-2100 Downloader' suggests it is a component or accessory related to a time attendance system, specifically for downloading data, thus classifying it under Time Attendance System."
TTTACM10,TIMETEC CLOUD TA SYSTEM (10 Users/Block) (Monthly),Security & Access Control,Time Attendance System,0.95,"The product is a cloud-based time attendance system, which falls under security and access control for tracking employee time."
9820APDT,UMEI CD-9820AP (Digital) Time Recorder,Office Equipment,Time Recorder,0.95,"The product is a digital time recorder, which falls under the Time Recorder subcategory within Office Equipment."
TRABX6400,AMANO BX-6400 TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is a time recording device used for tracking employee attendance, fitting the definition of a Time Recorder."
TR0I52AL,iTBOX i52A LITE TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is described as a 'TIME RECORDER', which falls under the Security & Access Control main category and Time Recorder subcategory."
TRAEX3500N,AMANO EX-3500N TIME RECORDER (Original),Office Equipment,Time Recorder,0.95,"The product is a time recording machine itself, not a supply or accessory."
TRRRJ3300N,RONALD JACK 3300N TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is a time recorder, which falls under security and access control for tracking employee time."
TRTTR101,TIMI TR-1N TIME RECORDER (Digital),Security & Access Control,Time Recorder,0.95,"The product is a digital time recorder, which falls under the Time Recorder subcategory within Security & Access Control."
TRII52A,iTBOX i52A TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is a time recorder, which falls under security and access control for tracking employee time."
TRABX6200,AMANO BX-6200 TIME RECORDER,Office Equipment,Time Recorder,0.95,"The product is a time recorder machine itself, not a supply or accessory."
TRII58N,iTBOX i58N TIME RECORDER,Office Equipment,Time Recorder,0.95,"The product description clearly indicates a time recording machine, fitting the 'Time Recorder' sub-category."
TR0I52NL,iTBOX i52N LITE TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is a time recorder, which falls under security and access control for tracking employee time."
TRRRJ3300A,RONALD JACK 3300A TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is a time recorder, which falls under security and access control for tracking employee time."
TRII50N1,iTBOX i50N TIME RECORDER,Office Equipment,Time Recorder,0.95,"The product description clearly indicates a time recording machine, fitting the 'Time Recorder' sub-category."
TRII58A,iTBOX i58A TIME RECORDER,Security & Access Control,Time Recorder,0.95,"The product is explicitly described as a 'TIME RECORDER', which falls under the Security & Access Control category as a time-tracking device."
TSSTP501,SEIKO TP-50 TIME STAMPING MACHINE,Office Equipment,Time Stamping Machine,0.95,"The product is a time stamping machine, which falls under the Office Equipment category."
TSAPIX200,AMANO PIX-200 TIME STAMPING MACHINE,Office Equipment,Time Stamping Machine,0.95,"The product is a time stamping machine, which falls under the Office Equipment category."
ATAPT6S,Anly Timer APT-9S (with box & wiring),Office Equipment,Time Stamping Machine,0.85,"The product is a timer, which falls under the function of time stamping machines used in office environments."
TSITS100I,iTBOX TS100i TIME STAMPING MACHINE,Office Equipment,Time Stamping Machine,0.95,"The product description clearly indicates a time stamping machine, which falls under office equipment."
GFFUSIONA3,FELLOWES FUSION A3 GUILLOTINES,Office Equipment,Trimmers & Guillotines,0.95,"The product is a guillotine, which is a type of trimmer used in offices for cutting paper."
TFNA4,FELLOWES NEUTRON A4 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES NEUTRON A4 TRIMMER, which is a type of paper trimmer."
TFNA4PLS,FELLOWES NEUTRON A4 PLUS TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a paper trimmer, which falls under office equipment and specifically trimmers & guillotines."
MC5A42PC,MONOLITH OC500 A4 2in1 Paper Cutter,Office Equipment,Trimmers & Guillotines,0.95,"The product is described as a paper cutter, which falls under Trimmers & Guillotines within Office Equipment."
TFELECTRONA3,FELLOWES ELECTRON A3 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES ELECTRON A3 TRIMMER, which falls under the category of Trimmers & Guillotines used in office settings."
I0105T01,IDEAL 0105 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product description clearly indicates a trimmer, which falls under Trimmers & Guillotines within Office Equipment."
GFPA3001,FELLOWES Plasma A3 GUILLOTINES,Office Equipment,Trimmers & Guillotines,0.95,"The product is a guillotine, which is a type of trimmer used for cutting paper in an office setting."
TFPA4,FELLOWES PROTON A4 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES PROTON A4 TRIMMER, which is a type of paper trimmer."
TFPA3,FELLOWES PROTON A3 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES PROTON A3 TRIMMER, which clearly falls under the category of Trimmers & Guillotines used in office settings."
TFATOMA4,FELLOWES ATOM A4 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES ATOM A4 TRIMMER, which is a type of paper trimmer."
GFFA4001,FELLOWES FUSION A4 GUILLOTINES,Office Equipment,Trimmers & Guillotines,0.95,"The product is a guillotine, which is a type of trimmer used for cutting paper in an office setting."
TFATOMA3,FELLOWES ATOM A3 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES ATOM A3 TRIMMER, which is a type of paper trimmer or guillotine used in offices."
TFELECA4,FELLOWES ELECTRON A4 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES ELECTRON A4 TRIMMER, which falls under the category of Trimmers & Guillotines used in office settings."
TFGAMMA3,FELLOWES GAMMA A3 TRIMMER,Office Equipment,Trimmers & Guillotines,0.95,"The product is a FELLOWES GAMMA A3 TRIMMER, which falls under the category of Trimmers & Guillotines used in office settings."
TNAX160,NAKAJIMA AX-160 TYPEWRITER MACHINE,Office Equipment,Type Writer Machine,0.95,"The product is explicitly described as a typewriter machine, which falls under office equipment."
TNAX150,NAKAJIMA AX-150 TYPEWRITER MACHINE,Office Equipment,Type Writer Machine,0.95,"The product is a Nakajima AX-150 Typewriter Machine, which falls under the category of office equipment specifically a typewriter machine."
DWNTELITE12,NAKAJIMA Type Writer Daisy Wheel ELITE 12,Office Equipment,Type Writer Machine,0.95,"The product is a Nakajima typewriter, which falls under the Type Writer Machine subcategory within Office Equipment."
DWNLG1012,NAKAJIMA Type Writer Daisy Wheel LETTER GOTHIC 10/12,Office Equipment,Type Writer Machine,0.95,"The product is a Nakajima typewriter daisy wheel, which is a component of a typewriter machine."
DWNMNG15,NAKAJIMA Type Writer Daisy Wheel MINI GOTHIC 15,Office Equipment,Type Writer Machine,0.95,"The product is a Nakajima Type Writer Daisy Wheel, which directly corresponds to a Type Writer Machine."
PELQ310,EPSON LQ-310 DOTMATRIX PRINTER,Office Equipment,Type Writer Machine,0.85,"Dot matrix printers, like the EPSON LQ-310, are a type of impact printer similar in function to a typewriter, though typically connected to a computer."
DWNPPICA10,NAKAJIMA Type Writer Daisy Wheel PRESTIGE PICA 10,Office Equipment,Type Writer Machine,0.95,"The product is a Nakajima typewriter daisy wheel, which is a component of a typewriter machine, thus classifying the whole product as a typewriter."
SHIPPING,SHIPPING,Others/Uncategorized,Uncategorized,0.95,"Shipping is a service, not a product, and therefore does not fit into any of the defined product categories."
TMSMC3A,TMS MAINTENANCE CONTRACT 3 MONTHS (PLAN A),Others/Uncategorized,Uncategorized,0.95,"Maintenance contracts are services, not physical products, and do not fit into any of the defined categories."
SDITSTS1,"TROUBLESHOOT, TRAINING &  SERVICE (JOB BY ITS TECH)",Others/Uncategorized,Uncategorized,0.95,"This product description refers to a service rather than a physical product, and doesn't fit into any of the defined categories."
CRARC004,Universal Remote Control Set ARC004 (433Mhz),Security & Access Control,Uncategorized,0.8,"While a remote control could be used for various devices, in a B2B context, it's most likely related to security systems or access control, but there isn't a specific subcategory for remote controls, so it's categorized as Uncategorized."
